pluto_spin_ini,charon_spin_ini,orbital semimajor axis_ini,eccentricity_ini,pluto_spin_fin,charon_spin_fin,orbital semimajor axis_fin,eccentricity_fin
1.2,20.0,16.7,0.0,0.9999999999999999,1.0,17.070716697492653,0.0
1.1,20.0,16.7,0.0,1.0,1.0,17.03135348760842,0.0
1.5,20.0,16.6,0.0,1.0,1.0,17.092235088203644,0.0
1.4,20.0,16.6,0.0,1.0,1.0,17.052494274766307,0.0
1.3,20.0,16.6,0.0,1.0,1.0,17.012793590983932,0.0
1.2,20.0,16.6,0.0,1.0,1.0,16.973132405083735,0.0
1.1,20.0,16.6,0.0,1.0,1.0,16.933510964977806,0.0
1.7,20.0,16.5,0.0,1.0,1.0,17.07560340679002,0.0
1.6,20.0,16.5,0.0,1.0,1.0,17.035517865376505,0.0
1.5,20.0,16.5,0.0,1.0,0.9999999999999999,16.995472860529787,0.0
1.4,20.0,16.5,0.0,1.0,1.0,16.955468248233363,0.0
1.3,20.0,16.5,0.0,1.0,1.0,16.91550445355438,0.0
1.9,20.0,16.4,0.0,1.0,1.0,17.060254952675265,0.0
1.8,20.0,16.4,0.0,1.0,1.0,17.019818058912175,0.0
1.7,20.0,16.4,0.0,1.0,1.0,16.979422428735337,0.0
1.6,20.0,16.4,0.0,1.0,1.0,16.939068055010743,0.0
2.2,20.0,16.3,0.0,0.9999999999999999,1.0,17.087058669543108,0.0
2.1,20.0,16.3,0.0,1.0,1.0,17.046221854521033,0.0
2.0,20.0,16.3,0.0,1.0,1.0,17.0054269134441,0.0
1.9,20.0,16.3,0.0,1.0,1.0,16.964673995854472,0.0
1.8,20.0,16.3,0.0,1.0,1.0,16.923963083789147,0.0
2.4,20.0,16.2,0.0,1.0,1.0,17.074739873154623,0.0
2.3,20.0,16.2,0.0,0.9999999999999999,1.0,17.03353725012434,0.0
2.2,20.0,16.2,0.0,1.0,1.0,16.992377345222614,0.0
2.1,20.0,16.2,0.0,1.0,0.9999999999999999,16.95126039956562,0.0
2.0,20.0,16.2,0.0,1.0,1.0,16.910186107751322,0.0
2.6,20.0,16.1,0.0,1.0,1.0,17.063811258610148,0.0
2.5,20.0,16.1,0.0,1.0,1.0,17.022235773263272,0.0
2.4,20.0,16.1,0.0,0.9999999999999999,0.9999999999999999,16.980703819942693,0.0
2.3,20.0,16.1,0.0,1.0,1.0,16.939215449866325,0.0
2.9,20.0,16.0,0.0,1.0,1.0,17.09630830440667,0.0
2.8,20.0,16.0,0.0,1.0,1.0,17.054308265141785,0.0
2.7,20.0,16.0,0.0,1.0,1.0,17.01235266875389,0.0
2.6,20.0,16.0,0.0,1.0,1.0,16.970441530743507,0.0
2.5,20.0,16.0,0.0,1.0,1.0,16.92857476249438,0.0
3.1,20.0,15.9,0.0,0.9999999999999999,1.0,17.088656543150012,0.0
3.0,20.0,15.9,0.0,1.0,1.0,17.0462680489169,0.0
2.9,20.0,15.9,0.0,1.0,1.0,17.003924833263927,0.0
2.8,20.0,15.9,0.0,1.0,1.0,16.961626903462825,0.0
2.7,20.0,15.9,0.0,1.0,1.0,16.919374211898543,0.0
3.3,20.0,15.8,0.0,1.0,1.0,17.08251358673315,0.0
3.2,20.0,15.8,0.0,1.0,1.0,17.039728849740932,0.0
3.1,20.0,15.8,0.0,1.0,1.0,16.996990309219566,0.0
3.0,20.0,15.8,0.0,1.0,1.0,16.954297900440498,0.0
2.9,20.0,15.8,0.0,1.0,1.0,16.91165157753227,0.0
3.5,20.0,15.7,0.0,1.0,1.0,17.077919241826713,0.0
3.4,20.0,15.7,0.0,1.0,1.0,17.0347303418226,0.0
3.3,20.0,15.7,0.0,1.0,1.0,16.991588503328007,0.0
3.2,20.0,15.7,0.0,1.0,1.0,16.94849363319296,0.0
3.1,20.0,15.7,0.0,0.9999999999999999,1.0,16.905445790721508,0.0
3.7,20.0,15.6,0.0,1.0,1.0,17.074914844904132,0.0
3.6,20.0,15.6,0.0,1.0,1.0,17.031313538583518,0.0
3.5,20.0,15.6,0.0,1.0,1.0,16.987760163998082,0.0
3.4,20.0,15.6,0.0,1.0,1.0,16.944254742791898,0.0
3.3,20.0,15.6,0.0,1.0,1.0,16.90079721030372,0.0
3.9,20.0,15.5,0.0,0.9999999999999999,1.0,17.07354358189637,0.0
3.8,20.0,15.5,0.0,1.0000000000000002,0.9999999999999999,17.029521428653275,0.0
3.7,20.0,15.5,0.0,1.0,1.0,16.985547623817585,0.0
3.6,20.0,15.5,0.0,1.0,1.0,16.941623183681287,0.0
4.1,20.0,15.4,0.0,1.0,1.0,17.073848300408056,0.0
4.0,20.0,15.4,0.0,1.0,1.0,17.029397235884645,0.0
3.9,20.0,15.4,0.0,1.0,1.0,16.98499488929861,0.0
3.8,20.0,15.4,0.0,1.0,1.0,16.94064309256223,0.0
4.3,20.0,15.3,0.0,1.0,1.0,17.07587713568823,0.0
4.2,20.0,15.3,0.0,1.0,1.0,17.030986182428947,0.0
4.1,20.0,15.3,0.0,1.0,1.0,16.98614420445201,0.0
4.0,20.0,15.3,0.0,1.0,1.0,16.941355980158917,0.0
4.5,20.0,15.2,0.0,1.0,1.0,17.079673771424435,0.0
4.4,20.0,15.2,0.0,1.0,1.0,17.034331567906875,0.0
4.3,20.0,15.2,0.0,1.0,0.9999999999999999,16.989047781484704,0.0
4.2,20.0,15.2,0.0,0.9999999999999999,1.0,16.943814630688667,0.0
4.7,20.0,15.1,0.0,1.0,1.0,17.08529147408612,0.0
4.6,20.0,15.1,0.0,1.0,1.0,17.03949421796747,0.0
4.5,20.0,15.1,0.0,1.0,1.0,16.993752255176837,0.0
4.4,20.0,15.1,0.0,1.0,1.0,16.94806290470748,0.0
4.3,20.0,15.1,0.0,1.0,1.0,16.90242960871452,0.0
4.9,20.0,15.0,0.0,1.0,1.0,17.092778315242562,0.0
4.8,20.0,15.0,0.0,1.0,1.0,17.046515358098105,0.0
4.7,20.0,15.0,0.0,1.0,1.0,17.00030802503503,0.0
4.6,20.0,15.0,0.0,1.0,1.0,16.95415637693877,0.0
4.5,20.0,15.0,0.0,1.0,1.0,16.90805636476825,0.0
5.0,20.0,14.9,0.0,1.0,1.0,17.055451895488677,0.0
4.9,20.0,14.9,0.0,1.0,0.9999999999999999,17.008772276229205,0.0
4.8,20.0,14.9,0.0,1.0,1.0,16.962137188119318,0.0
4.7,20.0,14.9,0.0,1.0,1.0,16.915562427228455,0.0
5.2,20.0,14.8,0.0,1.0,1.0,17.06635568944002,0.0
5.1,20.0,14.8,0.0,0.9999999999999999,1.0,17.019184297986875,0.0
5.0,20.0,14.8,0.0,1.0,1.0,16.972069059067543,0.0
4.9,20.0,14.8,0.0,1.0,1.0,16.925009953969433,0.0
5.4,20.0,14.7,0.0,1.0,1.0,17.079285240043426,0.0
5.3,20.0,14.7,0.0,1.0,0.9999999999999999,17.031616473481503,0.0
5.2,20.0,14.7,0.0,1.0,1.0,16.984004947297283,0.0
5.1,20.0,14.7,0.0,1.0,1.0,16.936450668127556,0.0
5.6,20.0,14.6,0.0,1.0,1.0,17.09429608201383,0.0
5.5,20.0,14.6,0.0,1.0,1.0,17.04611852504858,0.0
5.4,20.0,14.6,0.0,1.0,1.0,16.997999012187197,0.0
5.3,20.0,14.6,0.0,1.0,0.9999999999999999,16.949939055553013,0.0
5.2,20.0,14.6,0.0,1.0,1.0,16.90193413065046,0.0
5.7,20.0,14.5,0.0,1.0,1.0,17.062756367083303,0.0
5.6,20.0,14.5,0.0,1.0,1.0,17.014113165633916,0.0
5.5,20.0,14.5,0.0,1.0,1.0,16.9655357665113,0.0
5.4,20.0,14.5,0.0,1.0,1.0,16.917028717193826,0.0
5.9,20.0,14.4,0.0,1.0,1.0,17.081601141332794,0.0
5.8,20.0,14.4,0.0,1.0,1.0,17.032434992631156,0.0
5.7,20.0,14.4,0.0,1.0,1.0,16.983328128605883,0.0
5.6,20.0,14.4,0.0,1.0,0.9999999999999999,16.934282321712466,0.0
6.0,20.0,14.3,0.0,1.0,1.0,17.05298980391365,0.0
5.9,20.0,14.3,0.0,1.0,1.0,17.00334134671482,0.0
5.8,20.0,14.3,0.0,1.0,1.0,16.953755700093748,0.0
5.7,20.0,14.3,0.0,1.0,1.0,16.904240673587175,0.0
6.2,20.0,14.2,0.0,1.0,1.0,17.07587091191983,0.0
6.1,20.0,14.2,0.0,1.0,1.0,17.02566824506177,0.0
6.0,20.0,14.2,0.0,1.0,0.9999999999999999,16.97552916238688,0.0
5.9,20.0,14.2,0.0,0.9999999999999999,1.0,16.92545488820745,0.0
6.3,20.0,14.1,0.0,1.0,1.0,17.050366441784032,0.0
6.2,20.0,14.1,0.0,1.0,1.0,16.999661941763357,0.0
6.1,20.0,14.1,0.0,1.0,1.0,16.949021752977664,0.0
6.5,20.0,14.0,0.0,1.0,1.0,17.07751946783167,0.0
6.4,20.0,14.0,0.0,1.0,1.0,17.026235790690045,0.0
6.3,20.0,14.0,0.0,0.9999999999999999,1.0,16.97501845354198,0.0
6.2,20.0,14.0,0.0,1.0,1.0,16.92386741476219,0.0
6.6,20.0,13.9,0.0,1.0,1.0,17.05532359705528,0.0
6.5,20.0,13.9,0.0,1.0,1.0,17.00351501319612,0.0
6.4,20.0,13.9,0.0,1.0,1.0,16.951774146808262,0.0
6.3,20.0,13.9,0.0,1.0,1.0,16.90010094658039,0.0
6.8,20.0,13.8,0.0,1.0,1.0,17.08701097934316,0.0
6.7,20.0,13.8,0.0,1.0,1.0,17.034596309535818,0.0
6.6,20.0,13.8,0.0,1.0,1.0,16.98225091319498,0.0
6.5,20.0,13.8,0.0,1.0,1.0,16.929974749059802,0.0
6.9,20.0,13.7,0.0,1.0,1.0,17.068323425377123,0.0
6.8,20.0,13.7,0.0,1.0,1.0,17.01535979123624,0.0
6.7,20.0,13.7,0.0,1.0,1.0,16.962468561464114,0.0
6.6,20.0,13.7,0.0,0.9999999999999999,1.0,16.90964346894055,0.0
7.0,20.0,13.6,0.0,1.0,1.0,17.051199948464404,0.0
6.9,20.0,13.6,0.0,1.0,0.9999999999999999,16.99767025086964,0.0
6.8,20.0,13.6,0.0,1.0,1.0,16.944216868904718,0.0
7.2,20.0,13.5,0.0,1.0,1.0,17.089858093336552,0.0
7.1,20.0,13.5,0.0,1.0,1.0,17.03568069869943,0.0
7.0,20.0,13.5,0.0,1.0000000000000002,1.0,16.981579826349936,0.0
6.9,20.0,13.5,0.0,1.0,1.0,16.927554068486963,0.0
7.3,20.0,13.4,0.0,1.0,1.0,17.076588614569072,0.0
7.2,20.0,13.4,0.0,1.0,1.0,17.021825465031046,0.0
7.1,20.0,13.4,0.0,1.0,0.9999999999999999,16.967143605966076,0.0
7.0,20.0,13.4,0.0,1.0,1.0,16.912531751898406,0.0
7.4,20.0,13.3,0.0,1.0,1.0,17.06504043350898,0.0
7.3,20.0,13.3,0.0,1.0,1.0,17.009674962940252,0.0
7.2,20.0,13.3,0.0,0.9999999999999999,1.0,16.95439675057622,0.0
7.5,20.0,13.2,0.0,1.0,1.0,17.055267777334386,0.0
7.4,20.0,13.2,0.0,1.0,1.0,16.999288136787026,0.0
7.3,20.0,13.2,0.0,0.9999999999999999,1.0,16.943383757412523,0.0
7.6,20.0,13.1,0.0,1.0,1.0,17.047333541878707,0.0
7.5,20.0,13.1,0.0,1.0,1.0,16.990715227636784,0.0
7.4,20.0,13.1,0.0,1.0,1.0,16.934188717359365,0.0
7.8,20.0,13.0,0.0,1.0,1.0,17.098603945136112,0.0
7.7,20.0,13.0,0.0,1.0,1.0,17.0412619238332,0.0
7.6,20.0,13.0,0.0,1.0,1.0,16.984014987372376,0.0
7.5,20.0,13.0,0.0,1.0,1.0,16.926834066361852,0.0
7.9,20.0,12.9,0.0,1.0,1.0,17.095153121051734,0.0
7.8,20.0,12.9,0.0,1.0,1.0,17.03715180523317,0.0
7.7,20.0,12.9,0.0,1.0,1.0,16.97923185244465,0.0
7.6,20.0,12.9,0.0,1.0,1.0,16.921404034830285,0.0
8.0,20.0,12.8,0.0,1.0,1.0,17.09372050230181,0.0
7.9,20.0,12.8,0.0,1.0,1.0,17.035037886803902,0.0
7.8,20.0,12.8,0.0,1.0,1.0,16.976439508987664,0.0
7.7,20.0,12.8,0.0,1.0,1.0,16.917943284659266,0.0
8.1,20.0,12.7,0.0,1.0,1.0,17.094371172302868,0.0
8.0,20.0,12.7,0.0,1.0,1.0,17.034996079181095,0.0
7.9,20.0,12.7,0.0,1.0,1.0,16.975699243889792,0.0
7.8,20.0,12.7,0.0,1.0,1.0,16.916503679237344,0.0
8.2,20.0,12.6,0.0,1.0,1.0,17.097193618658796,0.0
8.1,20.0,12.6,0.0,1.0,1.0,17.037106097695368,0.0
8.0,20.0,12.6,0.0,1.0,1.0,16.97711001137609,0.0
7.9,20.0,12.6,0.0,1.0,1.0,16.917206025037675,0.0
8.2,20.0,12.5,0.0,1.0,1.0,17.041428660654564,0.0
8.1,20.0,12.5,0.0,1.0,1.0,16.980713231655486,0.0
8.0,20.0,12.5,0.0,1.0,1.0,16.9200754055122,0.0
8.3,20.0,12.4,0.0,1.0,1.0,17.04805076650991,0.0
8.2,20.0,12.4,0.0,1.0,1.0,16.986580763965833,0.0
8.1,20.0,12.4,0.0,1.0,1.0,16.925195006704442,0.0
8.4,20.0,12.3,0.0,1.0,1.0,17.057024852793354,0.0
8.3,20.0,12.3,0.0,1.0000000000000002,0.9999999999999999,16.99479060455606,0.0
8.2,20.0,12.3,0.0,1.0,1.0,16.932653538299416,0.0
8.5,20.0,12.2,0.0,1.0,1.0,17.068483146573435,0.0
8.4,20.0,12.2,0.0,1.0,0.9999999999999999,17.005465125575558,0.0
8.3,20.0,12.2,0.0,1.0,1.0,16.942506113827157,0.0
8.6,20.0,12.1,0.0,1.0,1.0,17.082430016071104,0.0
8.5,20.0,12.1,0.0,1.0,1.0,17.018607339400397,0.0
8.4,20.0,12.1,0.0,1.0000000000000002,0.9999999999999999,16.954887343109323,0.0
8.7,20.0,12.0,0.0,1.0000000000000002,0.9999999999999999,17.099005257671653,0.0
8.6,20.0,12.0,0.0,1.0,1.0,17.03435641518603,0.0
8.5,20.0,12.0,0.0,1.0,1.0,16.969812836238653,0.0
8.4,20.0,12.0,0.0,1.0,1.0,16.90536467632183,0.0
8.7,20.0,11.9,0.0,1.0,1.0,17.052783182816572,0.0
8.6,20.0,11.9,0.0,0.9999999999999999,1.0,16.987394670036842,0.0
8.5,20.0,11.9,0.0,1.0,1.0,16.922114054464075,0.0
8.8,20.0,11.8,0.0,1.0,1.0,17.07399273305908,0.0
8.7,20.0,11.8,0.0,1.0,1.0,17.007736926914028,0.0
8.6,20.0,11.8,0.0,1.0,1.0,16.94159150336804,0.0
8.9,20.0,11.7,0.0,1.0,1.0,17.09809626124574,0.0
8.8,20.0,11.7,0.0,1.0,0.9999999999999999,17.030938314835776,0.0
8.7,20.0,11.7,0.0,1.0,1.0,16.963904825916874,0.0
8.9,20.0,11.6,0.0,0.9999999999999999,1.0,17.057115131841044,0.0
8.8,20.0,11.6,0.0,1.0,1.0,16.989168383238923,0.0
8.7,20.0,11.6,0.0,1.0,1.0,16.9213276289932,0.0
9.0,20.0,11.5,0.0,1.0,1.0,17.086354794109713,0.0
8.9,20.0,11.5,0.0,1.0,1.0,17.017469802892972,0.0
8.8,20.0,11.5,0.0,1.0,1.0,16.94870453853922,0.0
9.0,20.0,11.4,0.0,1.0000000000000002,1.0,17.04893180912389,0.0
8.9,20.0,11.4,0.0,1.0,1.0,16.979205607795276,0.0
8.8,20.0,11.4,0.0,1.0,1.0,16.909601848595294,0.0
9.1,20.0,11.3,0.0,1.0,1.0,17.08368393374033,0.0
9.0,20.0,11.3,0.0,1.0,1.0,17.012958419476462,0.0
8.9,20.0,11.3,0.0,1.0,1.0,16.942369574958633,0.0
9.1,20.0,11.2,0.0,1.0,1.0,17.05009882360954,0.0
9.0,20.0,11.2,0.0,1.0,1.0,16.978495739065163,0.0
8.9,20.0,11.2,0.0,1.0,1.0,16.90701193669155,0.0
9.2,20.0,11.1,0.0,1.0,1.0,17.090688234825116,0.0
9.1,20.0,11.1,0.0,1.0,1.0,17.01804596954248,0.0
9.0,20.0,11.1,0.0,1.0,1.0,16.945542665528137,0.0
9.2,20.0,11.0,0.0,1.0,1.0,17.061260814091018,0.0
9.1,20.0,11.0,0.0,1.0,0.9999999999999999,16.98768740193024,0.0
9.0,20.0,11.0,0.0,1.0,1.0,16.914205408058297,0.0
9.2,20.0,10.9,0.0,1.0,1.0,17.033528161959094,0.0
9.1,20.0,10.9,0.0,1.0,1.0,16.958939973671242,0.0
9.3,20.0,10.8,0.0,1.0,1.0,17.083286650926134,0.0
9.2,20.0,10.8,0.0,1.0,1.0,17.007537569684256,0.0
9.1,20.0,10.8,0.0,1.0,1.0,16.932020206508703,0.0
9.3,20.0,10.7,0.0,1.0,1.0,17.060195042347242,0.0
9.2,20.0,10.7,0.0,1.0,1.0,16.983429956875888,0.0
9.1,20.0,10.7,0.0,1.0,1.0,16.90689626563586,0.0
9.3,20.0,10.6,0.0,0.9999999999999999,1.0,17.03903107186379,0.0
9.2,20.0,10.6,0.0,1.0,1.0,16.961271551458285,0.0
9.4,20.0,10.5,0.0,1.0,1.0,17.09882877616921,0.0
9.3,20.0,10.5,0.0,1.0,1.0,17.01985821363772,0.0
9.2,20.0,10.5,0.0,0.9999999999999999,1.0,16.94104041392763,0.0
9.4,20.0,10.4,0.0,1.0,1.0,17.08287495259147,0.0
9.3,20.0,10.4,0.0,1.0,1.0,17.002798295463514,0.0
9.2,20.0,10.4,0.0,1.0,1.0,16.922916742151124,0.0
9.4,20.0,10.3,0.0,1.0,1.0,17.069171207727358,0.0
9.3,20.0,10.3,0.0,1.0,1.0,16.987963115642803,0.0
9.2,20.0,10.3,0.0,1.0,1.0,16.906900825305055,0.0
9.4,20.0,10.2,0.0,1.0,1.0,17.057670564741006,0.0
9.3,20.0,10.2,0.0,1.0,1.0,16.975327103129594,0.0
9.4,20.0,10.1,0.0,1.0,1.0,17.048641974948335,0.0
9.3,20.0,10.1,0.0,1.0,1.0,16.96503242808033,0.0
9.4,20.0,10.0,0.0,1.0,1.0,17.042007319233388,0.0
9.3,20.0,10.0,0.0,1.0,1.0,16.95711083853246,0.0
9.4,20.0,9.9,0.0,1.0,1.0,17.037859138388853,0.0
9.3,20.0,9.9,0.0,1.0,1.0,16.951742341309455,0.0
9.4,20.0,9.8,0.0,1.0,1.0,17.036577977498737,0.0
9.3,20.0,9.8,0.0,1.0,1.0,16.94912950622634,0.0
9.4,20.0,9.7,0.0,1.0,1.0,17.03792353904886,0.0
9.3,20.0,9.7,0.0,1.0,1.0,16.949167502567878,0.0
9.4,20.0,9.6,0.0,1.0,1.0,17.042277897442595,0.0
9.3,20.0,9.6,0.0,1.0,1.0,16.95201716373269,0.0
9.4,20.0,9.5,0.0,1.0,1.0,17.049659855218188,0.0
9.3,20.0,9.5,0.0,0.9999999999999999,1.0,16.9579146933156,0.0
9.4,20.0,9.4,0.0,1.0,1.0,17.060112721150112,0.0
9.3,20.0,9.4,0.0,1.0,1.0,16.96703639741202,0.0
9.4,20.0,9.3,0.0,1.0,1.0,17.07394339030834,0.0
9.3,20.0,9.3,0.0,1.0,1.0,16.979265749983494,0.0
9.4,20.0,9.2,0.0,1.0,1.0,17.09112350822345,0.0
9.3,20.0,9.2,0.0,1.0,1.0,16.99490305015482,0.0
9.3,20.0,9.1,0.0,1.0,0.9999999999999999,17.01408904939387,0.0
9.2,20.0,9.1,0.0,1.0,1.0,16.916409579368082,0.0
9.3,20.0,9.0,0.0,1.0,1.0,17.036977802850007,0.0
9.2,20.0,9.0,0.0,1.0,1.0,16.93758878084909,0.0
9.3,20.0,8.9,0.0,1.0,1.0,17.06370811247595,0.0
9.2,20.0,8.9,0.0,1.0,1.0,16.96253398095295,0.0
9.3,20.0,8.8,0.0,1.0,1.0,17.094486927648983,0.0
9.2,20.0,8.8,0.0,1.0,1.0,16.99161086921255,0.0
9.2,20.0,8.7,0.0,1.0,1.0,17.024760274759704,0.0
9.1,20.0,8.7,0.0,1.0,1.0,16.920301276838945,0.0
9.2,20.0,8.6,0.0,1.0,1.0,17.062321176773963,0.0
9.1,20.0,8.6,0.0,1.0,1.0,16.955905419733185,0.0
9.1,20.0,8.5,0.0,1.0,1.0,16.99605440830097,0.0
9.1,20.0,8.4,0.0,1.0,1.0,17.040916531189154,0.0
9.0,20.0,8.4,0.0,1.0,1.0,16.930737643505328,0.0
9.1,20.0,8.3,0.0,1.0,1.0,17.090670783855956,0.0
9.0,20.0,8.3,0.0,1.0,1.0,16.97846740480187,0.0
9.0,20.0,8.2,0.0,1.0,1.0,17.031311452001944,0.0
8.9,20.0,8.2,0.0,1.0,0.9999999999999999,16.91707657087156,0.0
9.0,20.0,8.1,0.0,0.9999999999999999,1.0,17.089591809461837,0.0
8.9,20.0,8.1,0.0,1.0,1.0,16.97312220027558,0.0
8.9,20.0,8.0,0.0,1.0,0.9999999999999999,17.0346358492965,0.0
8.8,20.0,8.0,0.0,1.0,1.0,16.91613955128491,0.0
8.8,20.0,7.9,0.0,0.9999999999999999,0.9999999999999999,16.981225499769973,0.0
8.8,20.0,7.8,0.0,1.0,1.0,17.052334063009003,0.0
8.7,20.0,7.8,0.0,1.0,1.0,16.929205859186975,0.0
8.7,20.0,7.7,0.0,1.0,1.0,17.00417648636774,0.0
8.7,20.0,7.6,0.0,1.0,1.0,17.08578895612129,0.0
8.6,20.0,7.6,0.0,1.0,1.0,16.95764659634164,0.0
8.6,20.0,7.5,0.0,1.0,1.0,17.043438858315657,0.0
8.5,20.0,7.5,0.0,1.0,1.0,16.912860825674525,0.0
8.5,20.0,7.4,0.0,1.0,1.0,17.003152038811862,0.0
8.4,20.0,7.3,0.0,0.9999999999999999,1.0,16.964867379649494,0.0
8.4,20.0,7.2,0.0,1.0,1.0,17.067525566029833,0.0
8.3,20.0,7.2,0.0,1.0,1.0,16.928665576987388,0.0
8.3,20.0,7.1,0.0,1.0,1.0,17.03655380785908,0.0
8.2,20.0,7.0,0.0,0.9999999999999999,1.0,17.00794934956253,0.0
8.1,20.0,6.9,0.0,1.0,1.0,16.982068985457154,0.0
8.0,20.0,6.8,0.0,1.0,1.0,16.958883082939604,0.0
8.0,20.0,6.7,0.0,1.0,1.0,17.093395188757135,0.0
7.9,20.0,6.7,0.0,1.0,1.0,16.938734641363073,0.0
7.9,20.0,6.6,0.0,1.0,1.0,17.079678861356054,0.0
7.8,20.0,6.6,0.0,1.0,1.0,16.92138119024795,0.0
7.8,20.0,6.5,0.0,1.0,1.0,17.069345599235035,0.0
7.7,20.0,6.5,0.0,1.0,1.0,16.90747929286692,0.0
7.7,20.0,6.4,0.0,1.0,1.0,17.06256978990743,0.0
7.6,20.0,6.3,0.0,0.9999999999999999,1.0,17.05965419442517,0.0
7.5,20.0,6.2,0.0,1.0,1.0,17.060738058763743,0.0
7.4,20.0,6.1,0.0,1.0,1.0,17.066068467205188,0.0
7.3,20.0,6.0,0.0,1.0,1.0,17.075921897754874,0.0
7.2,20.0,5.9,0.0,1.0,0.9999999999999999,17.09061261282982,0.0
7.1,20.0,5.9,0.0,1.0,1.0,16.903318607738495,0.0
7.0,20.0,5.8,0.0,1.0,1.0,16.918262901648692,0.0
6.9,20.0,5.7,0.0,1.0,1.0,16.9383103097062,0.0
6.8,20.0,5.6,0.0,1.0,1.0,16.96389051852174,0.0
6.7,20.0,5.5,0.0,0.9999999999999999,1.0,16.995424118317427,0.0
6.6,20.0,5.4,0.0,1.0000000000000002,1.0,17.03322073275697,0.0
6.5,20.0,5.3,0.0,1.0,1.0,17.07793517101043,0.0
6.3,20.0,5.2,0.0,1.0,1.0,16.903467834114416,0.0
6.2,20.0,5.1,0.0,1.0,1.0,16.956137540738595,0.0
6.1,20.0,5.0,0.0,1.0,1.0,17.016808955881796,0.0
6.0,20.0,4.9,0.0,1.0,1.0,17.086026927912265,0.0
5.8,20.0,4.8,0.0,1.0,1.0,16.909200113452872,0.0
5.7,20.0,4.7,0.0,1.0,1.0,16.988882730760736,0.0
5.6,20.0,4.6,0.0,1.0,1.0,17.079010704650063,0.0
5.3,20.0,4.4,0.0,1.0,1.0,17.001686423187245,0.0
5.0,20.0,4.2,0.0,1.0,1.0,16.93336359848832,0.0
4.9,20.0,4.1,0.0,1.0,1.0,17.0643376004303,0.0
4.6,20.0,3.9,0.0,1.0,1.0,17.02358917994699,0.0
4.3,20.0,3.7,0.0,1.0,1.0,16.99619968664168,0.0
4.0,20.0,3.5,0.0,1.0,0.9999999999999999,16.983363437380323,0.0
3.7,20.0,3.3,0.0,1.0,1.0,16.986873465525182,0.0
3.4,20.0,3.1,0.0,1.0,1.0,17.00846168230782,0.0
3.1,20.0,2.9,0.0,1.0,1.0,17.05020432571746,0.0
2.0,20.0,2.2,0.0,1.0,1.0,16.967190074122254,0.0
1.7,20.0,2.0,0.0,1.0,0.9999999999999999,17.051577665634547,0.0
