pluto_spin_ini,charon_spin_ini,orbital semimajor axis_ini,eccentricity_ini,pluto_spin_fin,charon_spin_fin,orbital semimajor axis_fin,eccentricity_fin
1.2,2.0,17.3,0.2,1.0,1.0,17.095700363547767,5.421916066901233e-30
1.1,2.0,17.3,0.2,0.9999999999999999,1.0,17.0564936349797,-2.2240633897031377e-28
1.4,2.0,17.2,0.2,1.0,1.0,17.08206409620603,-1.7659562109009912e-29
1.3,2.0,17.2,0.2,1.0,1.0,17.04252573318169,3.592200766083189e-28
1.2,2.0,17.2,0.2,1.0,1.0,17.003019042649143,8.310489837990424e-29
1.1,2.0,17.2,0.2,1.0,0.9999999999999999,16.96354415658453,-3.154396559258667e-28
1.6,2.0,17.1,0.2,1.0,1.0,17.069695221890566,-3.095547127736411e-28
1.5,2.0,17.1,0.2,1.0,1.0,17.029819229097434,-2.505694074678693e-28
1.4,2.0,17.1,0.2,1.0,1.0,16.989975917689538,9.896746524911839e-28
1.3,2.0,17.1,0.2,1.0,1.0,16.950164847506418,-3.572577497103238e-28
1.2,2.0,17.1,0.2,1.0,0.9999999999999999,16.910385658766423,-2.991705178944795e-32
1.9,2.0,17.0,0.2,1.0,1.0,17.098873468571988,-1.3293765146214135e-31
1.8,2.0,17.0,0.2,1.0,1.0,17.058621588920534,2.049431276805936e-21
1.7,2.0,17.0,0.2,1.0,1.0,17.01840671285532,-2.5162750237483407e-29
1.6,2.0,17.0,0.2,1.0,1.0,16.97821890522275,-6.755347695359826e-28
1.5,2.0,17.0,0.2,1.0,1.0,16.938065373159528,7.9428518906918565e-28
2.1,2.0,16.9,0.2,1.0,1.0,17.08947841457449,-5.918189421439878e-30
2.0,2.0,16.9,0.2,1.0,1.0,17.04887657316386,-4.212674528389603e-29
1.9,2.0,16.9,0.2,1.0,1.0,17.008311325407828,-2.4621686832634393e-28
1.8,2.0,16.9,0.2,1.0,1.0,16.967776869836875,-1.319664017227917e-29
1.7,2.0,16.9,0.2,1.0,1.0,16.927278500435136,1.030012923864133e-27
2.3,2.0,16.8,0.2,1.0,1.0,17.081454441873767,9.406136100821653e-30
2.2,2.0,16.8,0.2,1.0,1.0,17.040497105354678,2.0772317615760247e-28
2.1,2.0,16.8,0.2,1.0,1.0,16.999573213286638,1.202680688576406e-27
2.0,2.0,16.8,0.2,1.0,1.0,16.95868320779099,1.0424248613865886e-27
1.9,2.0,16.8,0.2,1.0,1.0,16.91783004734863,9.678026241798642e-28
2.5,2.0,16.7,0.2,1.0,1.0,17.074832816352508,-2.088141356323382e-28
2.4,2.0,16.7,0.2,1.0,1.0,17.03351244832023,-1.6186138858659358e-31
2.3,2.0,16.7,0.2,1.0,1.0,16.992226616571607,-6.448419163641488e-31
2.2,2.0,16.7,0.2,1.0,1.0,16.950975524508184,2.5357897737738476e-29
2.1,2.0,16.7,0.2,0.9999999999999999,1.0,16.90975898355081,-2.681922095345329e-28
2.7,2.0,16.6,0.2,1.0,1.0,17.06964918787155,1.6434797969096857e-31
2.6,2.0,16.6,0.2,1.0,1.0,17.027959540791265,-3.401760672259873e-30
2.5,2.0,16.6,0.2,1.0,1.0,16.986304664703315,-5.014192424742329e-29
2.4,2.0,16.6,0.2,1.0,1.0,16.944685375180732,-4.153115573353987e-28
2.3,2.0,16.6,0.2,1.0,1.0,16.903100969172197,5.3855638347776225e-30
2.9,2.0,16.5,0.2,1.0,1.0,17.065939049864145,1.3883607612946858e-27
2.8,2.0,16.5,0.2,1.0,1.0,17.023873035536866,1.1211636963729937e-27
2.7,2.0,16.5,0.2,1.0,1.0,16.981842989344408,4.122960403842137e-31
2.6,2.0,16.5,0.2,1.0,1.0,16.939848244769323,-1.1706156697231436e-30
